ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,DS_SITUACAO_CANDIDATURA,TP_AGREMIACAO,SG_PARTIDO,NM_PARTIDO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,ANO_NASCIMENTO,IDADE
2024,SALVADOR,VEREADOR,35111,ED JACKSON BORGES,EDY JACKSON PASTOR DO POVO,#NULO#,#NE,PARTIDO ISOLADO,PMB,PARTIDO DA MULHER BRASILEIRA,#NULO#,#NULO#,#NULO#,50001720228,PARTIDO ISOLADO,PMB,BA,1988-08-24,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,#NULO#,1988,36
2024,SALVADOR,VEREADOR,55007,JOSÉ JORGE XAVIER,XAVIER PATO ROCO,#NULO#,#NE,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50001713036,PARTIDO ISOLADO,PSD,BA,1970-04-12,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MILITAR REFORMADO,#NULO#,1970,54
2024,SALVADOR,VEREADOR,30717,DEBORA NUNES CONCEICAO,DEBORA PRA FRENTE,#NULO#,#NE,PARTIDO ISOLADO,NOVO,PARTIDO NOVO,#NULO#,#NULO#,#NULO#,50001694287,PARTIDO ISOLADO,NOVO,BA,1978-04-02,FEMININO,ENSINO MÉDIO COMPLETO,SEPARADO(A) JUDICIALMENTE,PARDA,EMPREGADO DOMÉSTICO,#NULO#,1978,46
2024,SALVADOR,VEREADOR,10444,MATHEUS CRUZ DOS SANTOS,MATHEUS REIS,#NULO#,#NE,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50001694632,PARTIDO ISOLADO,REPUBLICANOS,BA,1981-01-28,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,COMERCIANTE,#NULO#,1981,43
2024,SALVADOR,VEREADOR,70155,EDILMA BADARÓ BATISTA SANTOS,EDILMA BADARÓ,#NULO#,#NE,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50001718764,PARTIDO ISOLADO,AVANTE,BA,1963-04-04,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,#NULO#,1963,61
2024,SALVADOR,VEREADOR,33122,ELIELTON VASCONCELOS CABRITA,TIO CAVEIRA,#NULO#,#NE,PARTIDO ISOLADO,MOBILIZA,MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50001733996,PARTIDO ISOLADO,MOBILIZA,BA,1968-03-21,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,SOLTEIRO(A),PARDA,MECÂNICO DE MANUTENÇÃO,#NULO#,1968,56
2024,SALVADOR,VEREADOR,12777,MILTON OLIVEIRA FILHO,MILTON KIUDO,#NULO#,#NE,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50001697157,PARTIDO ISOLADO,PDT,BA,1985-03-23,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,AGENTE ADMINISTRATIVO,#NULO#,1985,39
2024,SALVADOR,VEREADOR,35006,CLARISSA ARRUDA CARVALHO,CLARISSA CARVALHO,#NULO#,#NE,PARTIDO ISOLADO,PMB,PARTIDO DA MULHER BRASILEIRA,#NULO#,#NULO#,#NULO#,50001720228,PARTIDO ISOLADO,PMB,BA,1981-08-03,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),BRANCA,CABELEIREIRO E BARBEIRO,#NULO#,1981,43
2024,SALVADOR,VEREADOR,77333,LÁZARO LEAL SANTOS,LÁZARO O COBRADOR CADEIRANTE,#NULO#,#NE,PARTIDO ISOLADO,SOLIDARIEDADE,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50001741636,PARTIDO ISOLADO,SOLIDARIEDADE,BA,1973-11-06,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),#NULO#,1973,51
2024,SALVADOR,VEREADOR,27277,ADRIANA LUZ BORGES,DRICCA MIRANDA,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1988-09-18,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1988,36
2024,SALVADOR,VEREADOR,55001,ROBERTO GIBSON FERREIRA COSTA,DR ROBERTO GIBSON,#NULO#,#NE,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50001713036,PARTIDO ISOLADO,PSD,BA,1960-11-11,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,#NULO#,1960,64
2024,SALVADOR,VEREADOR,12025,CAETANO IGNACIO VIEIRA PORTUGAL,CAETANO PORTUGAL,#NULO#,#NE,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50001697157,PARTIDO ISOLADO,PDT,BA,1987-09-13,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,#NULO#,1987,37
2024,SALVADOR,VEREADOR,10122,EDSON ALVES DE BRITO,EDSON DA UNIÃO,#NULO#,#NE,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50001694632,PARTIDO ISOLADO,REPUBLICANOS,BA,1962-01-23,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,#NULO#,1962,62
2024,SALVADOR,VEREADOR,22555,LUZANI DOS SANTOS,LUZANI DA SAÚDE,#NULO#,#NE,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50001698899,PARTIDO ISOLADO,PL,BA,1976-07-30,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,AGENTE DE SAÚDE E SANITARISTA,#NULO#,1976,48
2024,SALVADOR,VEREADOR,70666,JARDERSON SANTANA ABRÃO,CAPITA PRODUÇÕES (CAPITA),#NULO#,#NE,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50001718764,PARTIDO ISOLADO,AVANTE,BA,1982-06-22,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,POLICIAL MILITAR,#NULO#,1982,42
2024,SALVADOR,VEREADOR,30330,CARLOS EDUARDO SANTOS MELO,EDUARDO BHAGA,#NULO#,#NE,PARTIDO ISOLADO,NOVO,PARTIDO NOVO,#NULO#,#NULO#,#NULO#,50001694287,PARTIDO ISOLADO,NOVO,BA,1973-09-03,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,#NULO#,1973,51
2024,SALVADOR,VEREADOR,11123,MURILO DE JESUS BASTOS,MURILO BASTOS,#NULO#,#NE,PARTIDO ISOLADO,PP,PROGRESSISTAS,#NULO#,#NULO#,#NULO#,50001695006,PARTIDO ISOLADO,PP,BA,1992-07-02,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,ADVOGADO,#NULO#,1992,32
2024,SALVADOR,VEREADOR,44007,NILCE ALVES SANTOS,TIA NIL,#NULO#,#NE,PARTIDO ISOLADO,UNIÃO,UNIÃO BRASIL,#NULO#,#NULO#,#NULO#,50001701110,PARTIDO ISOLADO,UNIÃO,BA,1970-04-30,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",#NULO#,1970,54
2024,SALVADOR,VEREADOR,10124,IVON RIBEIRO DE JESUS,IVON RIBEIRO,#NULO#,#NE,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50001694632,PARTIDO ISOLADO,REPUBLICANOS,BA,1969-09-18,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,#NULO#,1969,55
2024,SALVADOR,VEREADOR,50369,MARCIO FERREIRA COELHO,COELHO,#NULO#,#NE,FEDERAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,50001735790,FEDERAÇÃO,Federação PSOL REDE(PSOL/REDE),BA,1981-02-05,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,#NULO#,1981,43
2024,SALVADOR,VEREADOR,12112,JOSELITA RIBEIRO SANTANA,PROFESSORA DOTE,#NULO#,#NE,PARTIDO ISOLADO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50001697157,PARTIDO ISOLADO,PDT,BA,1967-03-05,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1967,57
2024,SALVADOR,VEREADOR,40100,RODRIGO MOUSINHO HITA,RODRIGO HITA,#NULO#,#NE,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001713066,PARTIDO ISOLADO,PSB,BA,1983-10-23,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,CIENTISTA POLÍTICO,#NULO#,1983,41
2024,SALVADOR,VEREADOR,20343,JOANDERSON BISPO DOS SANTOS,JOANDERSON BISPO PAI,#NULO#,#NE,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50001687272,PARTIDO ISOLADO,PODE,BA,1981-03-11,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1981,43
2024,SALVADOR,VEREADOR,70510,GENIVALDO DE SANTANA,DENDA DA BAHIA GRANDÃO,#NULO#,#NE,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50001718764,PARTIDO ISOLADO,AVANTE,BA,1969-05-10,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,REPRESENTANTE COMERCIAL,#NULO#,1969,55
2024,SALVADOR,VEREADOR,28100,MANOEL GOMES MACHADO,MANOEL MACHADO,#NULO#,#NE,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001752277,PARTIDO ISOLADO,PRTB,BA,1951-11-25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1951,73
2024,SALVADOR,VEREADOR,22888,CONSTANCA SILVA COSTA,CONSTANÇA DOCELAR,#NULO#,#NE,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50001698899,PARTIDO ISOLADO,PL,BA,1975-02-20,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),BRANCA,EMPRESÁRIO,#NULO#,1975,49
2024,SALVADOR,VEREADOR,25700,FABIO CARDOSO SOUZA,FÁBIO SOUZA,#NULO#,#NE,PARTIDO ISOLADO,PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,#NULO#,#NULO#,#NULO#,50001716355,PARTIDO ISOLADO,PRD,BA,1977-08-02,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),BRANCA,VEREADOR,#NULO#,1977,47
2024,SALVADOR,VEREADOR,11222,AILTON ALVES DE MOURA,AILTON MOURA,#NULO#,#NE,PARTIDO ISOLADO,PP,PROGRESSISTAS,#NULO#,#NULO#,#NULO#,50001695006,PARTIDO ISOLADO,PP,GO,1978-02-20,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,#NULO#,1978,46
2024,SALVADOR,VEREADOR,55033,JOÃO MARCELO FERREIRA DE PAULO,JOÃO MARCELO,#NULO#,#NE,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50001713036,PARTIDO ISOLADO,PSD,BA,1966-06-24,MASCULINO,ENSINO MÉDIO INCOMPLETO,CASADO(A),PRETA,EMPRESÁRIO,#NULO#,1966,58
2024,SALVADOR,VEREADOR,35333,CARLOS AUGUSTO SANTANA MENDES,CARLOS BAIANO,#NULO#,#NE,PARTIDO ISOLADO,PMB,PARTIDO DA MULHER BRASILEIRA,#NULO#,#NULO#,#NULO#,50001720228,PARTIDO ISOLADO,PMB,BA,1970-11-02,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,MÚSICO,#NULO#,1970,54
2024,SALVADOR,VEREADOR,44321,MARIA JOSE LOPES ALVES,TIA MARIA REIS,#NULO#,#NE,PARTIDO ISOLADO,UNIÃO,UNIÃO BRASIL,#NULO#,#NULO#,#NULO#,50001701110,PARTIDO ISOLADO,UNIÃO,BA,1958-04-10,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PRETA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),#NULO#,1958,66
2024,SALVADOR,VEREADOR,27727,MARTA BEATRIZ LAGO RIOS,BIA RIOS,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1983-12-29,FEMININO,SUPERIOR INCOMPLETO,DIVORCIADO(A),PARDA,OUTROS,#NULO#,1983,41
2024,SALVADOR,VEREADOR,50555,ELIETE PARAGUASSU DA CONCEIÇÃO,ELIETE PARAGUASSU,#NULO#,#NE,FEDERAÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,50001735790,FEDERAÇÃO,Federação PSOL REDE(PSOL/REDE),BA,1979-10-31,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PRETA,PESCADOR,#NULO#,1979,45
2024,SALVADOR,VEREADOR,45555,LÁZARO ALEXANDRE PEREIRA DE ANDRADE,ALEXANDRE TCHACA,#NULO#,#NE,FEDERAÇÃO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Federação PSDB CIDADANIA,PSDB/CIDADANIA,PSDB/CIDADANIA,50001687571,FEDERAÇÃO,Federação PSDB CIDADANIA(PSDB/CIDADANIA),BA,1980-04-28,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO ESTADUAL,#NULO#,1980,44
2024,SALVADOR,VEREADOR,22229,SONJA MARIA SILVA VASCONCELOS,SONJA VASCONCELOS,#NULO#,#NE,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50001698899,PARTIDO ISOLADO,PL,BA,1963-10-28,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,#NULO#,1963,61
2024,SALVADOR,VEREADOR,27666,JOSE PAULO SILVA DE SOUZA,PAULO SULTÃO,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1975-08-23,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,EMPRESÁRIO,#NULO#,1975,49
2024,SALVADOR,VEREADOR,27333,CLAUDIO PORTUGAL SANTOS,FOGUINHO DA BAHIA,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1973-09-14,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,#NULO#,1973,51
2024,SALVADOR,VEREADOR,15600,ERASMO DE SOUZA BARRETO,ERASMO BARRETO ,#NULO#,#NE,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50001716343,PARTIDO ISOLADO,MDB,BA,1951-05-10,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),#NULO#,1951,73
2024,SALVADOR,VEREADOR,13777,JOSÉ RICARDO MONTEIRO NASCIMENTO,PROFESSOR RICARDO MONTEIRO,#NULO#,#NE,FEDERAÇÃO,PT,PARTIDO DOS TRABALHADORES,Federação BRASIL DA ESPERANÇA - FE BRASIL,PT/PC do B/PV,PT/PC do B/PV,50001701381,FEDERAÇÃO,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),BA,1969-09-27,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,PROFESSOR DE ENSINO MÉDIO,#NULO#,1969,55
2024,SALVADOR,VEREADOR,30999,LIVIA DE ARAUJO GOES WIDMER,LIVIA ACUMPLICE WIDMER,#NULO#,#NE,PARTIDO ISOLADO,NOVO,PARTIDO NOVO,#NULO#,#NULO#,#NULO#,50001694287,PARTIDO ISOLADO,NOVO,BA,1966-10-06,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,ADMINISTRADOR,#NULO#,1966,58
2024,SALVADOR,VEREADOR,77773,EDNA SANTOS PEREIRA,DRA EDNA SANTOS,#NULO#,#NE,PARTIDO ISOLADO,SOLIDARIEDADE,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50001741636,PARTIDO ISOLADO,SOLIDARIEDADE,BA,1959-10-15,FEMININO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ADVOGADO,#NULO#,1959,65
2024,SALVADOR,VEREADOR,33333,MARCOS BENEDITO MOREIRA DE FREITAS,MARCOS FREITAS,#NULO#,#NE,PARTIDO ISOLADO,MOBILIZA,MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50001733996,PARTIDO ISOLADO,MOBILIZA,BA,1976-07-08,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,EMPRESÁRIO,#NULO#,1976,48
2024,SALVADOR,VEREADOR,18000,JESSICA TALITA GARCIA PIRES,JÉSSICA PIRES,#NULO#,#NE,FEDERAÇÃO,REDE,REDE SUSTENTABILIDADE,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,50001735790,FEDERAÇÃO,Federação PSOL REDE(PSOL/REDE),BA,1984-06-17,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,ADMINISTRADOR,#NULO#,1984,40
2024,SALVADOR,VEREADOR,20024,ANDRÉ GONÇALVES DA SILVA,ANDRÉ GONÇALVES,#NULO#,#NE,PARTIDO ISOLADO,PODE,PODEMOS,#NULO#,#NULO#,#NULO#,50001687272,PARTIDO ISOLADO,PODE,BA,1982-03-26,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,VIGILANTE,#NULO#,1982,42
2024,SALVADOR,VEREADOR,10738,MÁRCIA MARIA DO NASCIMENTO,MÁRCIA NEGREIROS,#NULO#,#NE,PARTIDO ISOLADO,REPUBLICANOS,REPUBLICANOS,#NULO#,#NULO#,#NULO#,50001694632,PARTIDO ISOLADO,REPUBLICANOS,BA,1976-05-03,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1976,48
2024,SALVADOR,VEREADOR,15444,NELSON FELIPE DOS SANTOS NETO,NELSON DO POVO,#NULO#,#NE,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50001716343,PARTIDO ISOLADO,MDB,BA,1983-12-10,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,#NULO#,1983,41
2024,SALVADOR,VEREADOR,33133,JOSE BONFIM BORGES DE JESUS,MESTRE MAGUILA,#NULO#,#NE,PARTIDO ISOLADO,MOBILIZA,MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50001733996,PARTIDO ISOLADO,MOBILIZA,BA,1968-12-29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,CASADO(A),PARDA,MECÂNICO DE MANUTENÇÃO,#NULO#,1968,56
2024,SALVADOR,VEREADOR,44456,LUCAS DE ABREU CAMPOS CARVALHO,LUCAS CARVALHO,#NULO#,#NE,PARTIDO ISOLADO,UNIÃO,UNIÃO BRASIL,#NULO#,#NULO#,#NULO#,50001701110,PARTIDO ISOLADO,UNIÃO,MG,1987-07-25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,EMPRESÁRIO,#NULO#,1987,37
2024,SALVADOR,VEREADOR,27006,NEIVA MARIA SANTANA GUERRA,NEIVA MARIA,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1971-11-21,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,PROFESSOR DE ENSINO FUNDAMENTAL,#NULO#,1971,53
2024,SALVADOR,VEREADOR,22725,JUSCELINO SANTOS CARVALHO,BINHO DA ÁGUA,#NULO#,#NE,PARTIDO ISOLADO,PL,PARTIDO LIBERAL,#NULO#,#NULO#,#NULO#,50001698899,PARTIDO ISOLADO,PL,BA,1981-10-02,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,OUTROS,#NULO#,1981,43
2024,SALVADOR,VEREADOR,70120,ANTÔNIO LAZÁRO PIMENTA DE ARAÚJO,PROFESSO PIMENTA,#NULO#,#NE,PARTIDO ISOLADO,AVANTE,AVANTE,#NULO#,#NULO#,#NULO#,50001718764,PARTIDO ISOLADO,AVANTE,BA,1974-10-25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,PROFESSOR DE ENSINO MÉDIO,#NULO#,1974,50
2024,SALVADOR,VEREADOR,18777,CARLOS EDSON REZENDE DOS SANTOS,PASTOR REZENDE,#NULO#,#NE,FEDERAÇÃO,REDE,REDE SUSTENTABILIDADE,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,50001735790,FEDERAÇÃO,Federação PSOL REDE(PSOL/REDE),SE,1972-12-07,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",#NULO#,1972,52
2024,SALVADOR,VEREADOR,44800,PAULO SERGIO PARANHOS DE MAGALHAES JUNIOR,PAULO MAGALHAES JR,#NULO#,#NE,PARTIDO ISOLADO,UNIÃO,UNIÃO BRASIL,#NULO#,#NULO#,#NULO#,50001701110,PARTIDO ISOLADO,UNIÃO,BA,1974-12-09,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,VEREADOR,#NULO#,1974,50
2024,SALVADOR,VEREADOR,28908,SILVIA CRUZ DOS SANTOS,SILVIA SANTOS,#NULO#,#NE,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001752277,PARTIDO ISOLADO,PRTB,BA,1984-10-04,FEMININO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,AGENTE ADMINISTRATIVO,#NULO#,1984,40
2024,SALVADOR,VEREADOR,28024,UALISSON SILVA COSTA SANTOS,UAL TUDO PELO SOCIAL,#NULO#,#NE,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001752277,PARTIDO ISOLADO,PRTB,BA,1991-01-18,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,DIRETOR DE EMPRESAS,#NULO#,1991,33
2024,SALVADOR,VEREADOR,30035,THALIA TAVARES SANTOS,THALIA T SANTOS,#NULO#,#NE,PARTIDO ISOLADO,NOVO,PARTIDO NOVO,#NULO#,#NULO#,#NULO#,50001694287,PARTIDO ISOLADO,NOVO,SE,1997-05-10,FEMININO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,PEDAGOGO,#NULO#,1997,27
2024,SALVADOR,VEREADOR,15318,SILVANEIDE SOARES DA SILVA MORAIS,SYL MDB,#NULO#,#NE,PARTIDO ISOLADO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50001716343,PARTIDO ISOLADO,MDB,BA,1972-01-12,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,OUTROS,#NULO#,1972,52
2024,SALVADOR,VEREADOR,35123,EUDORICO ALVES BATISTA,EUDORICO ALVES,#NULO#,#NE,PARTIDO ISOLADO,PMB,PARTIDO DA MULHER BRASILEIRA,#NULO#,#NULO#,#NULO#,50001720228,PARTIDO ISOLADO,PMB,BA,1952-07-24,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MILITAR REFORMADO,#NULO#,1952,72
2024,SALVADOR,VEREADOR,28703,GIRLAINE CRUZ DOS SANTOS,NANE,#NULO#,#NE,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001752277,PARTIDO ISOLADO,PRTB,BA,1982-04-12,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,AGENTE ADMINISTRATIVO,#NULO#,1982,42
2024,SALVADOR,VEREADOR,40333,DJACI OLIVEIRA BARCELOS,DJA DE ARMANDO,#NULO#,#NE,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50001713066,PARTIDO ISOLADO,PSB,BA,1971-01-19,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,SERVIDOR PÚBLICO MUNICIPAL,#NULO#,1971,53
2024,SALVADOR,VEREADOR,25888,NATANAEL LOPES DOS SANTOS SILVA,NATANAEL LOPES,#NULO#,#NE,PARTIDO ISOLADO,PRD,PARTIDO RENOVAÇÃO DEMOCRÁTICA,#NULO#,#NULO#,#NULO#,50001716355,PARTIDO ISOLADO,PRD,BA,1978-05-05,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OUTROS,#NULO#,1978,46
2024,SALVADOR,VEREADOR,27027,ANTONIO CAROLINO ARAUJO FILHO,CAROLINO,#NULO#,#NE,PARTIDO ISOLADO,DC,DEMOCRACIA CRISTÃ,#NULO#,#NULO#,#NULO#,50001698721,PARTIDO ISOLADO,DC,BA,1965-01-24,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,ADMINISTRADOR,#NULO#,1965,59
2024,SALVADOR,VEREADOR,55162,ROQUE DA SILVA MIRANDA,ROQUE MIRANDA,#NULO#,#NE,PARTIDO ISOLADO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50001713036,PARTIDO ISOLADO,PSD,BA,1975-08-16,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,EMPRESÁRIO,#NULO#,1975,49
